,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case601,case2-60-0-1-3-2-1-8-1-0-4,48.69,59.24,69.79,72.63,77.40
case602,case2-60-0-1-3-2-1-12-0-0-4,47.82,56.01,66.20,69.72,75.66
case603,case2-60-0-1-3-2-1-12-1-0-4,52.26,63.26,73.07,74.99,79.36
case604,case2-60-0-1-3-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case605,case2-60-0-1-3-8-1-0-0-0-0,-1.63,1.51,-0.22,-0.03,0.61
case606,case2-60-0-1-3-8-1-0-1-0-0,-0.13,23.32,29.63,39.96,33.76
case607,case2-60-0-1-3-8-1-4-0-0-4,7.90,14.60,24.98,51.55,52.92
case608,case2-60-0-1-3-8-1-4-1-0-4,6.32,34.38,46.31,59.65,62.32
case609,case2-60-0-1-3-8-1-8-0-0-4,9.54,21.34,29.54,50.82,53.11
case610,case2-60-0-1-3-8-1-8-1-0-4,6.80,32.76,45.26,59.45,62.27
case611,case2-60-0-1-3-8-1-12-0-0-4,11.70,23.26,34.71,53.93,57.94
case612,case2-60-0-1-3-8-1-12-1-0-4,9.62,35.97,47.92,61.00,64.63
case613,case2-60-1-0-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case614,case2-60-1-0-1-2-0-0-1-0-0,20.42,19.99,19.01,18.90,19.53
case615,case2-60-1-0-1-2-0-4-0-0-4,32.34,32.16,32.70,33.04,32.50
case616,case2-60-1-0-1-2-0-4-1-0-4,43.91,43.25,43.82,44.10,44.43
case617,case2-60-1-0-1-2-0-8-0-0-4,38.22,39.82,40.79,41.34,41.92
case618,case2-60-1-0-1-2-0-8-1-0-4,49.32,49.34,50.47,51.13,52.01
case619,case2-60-1-0-1-2-0-12-0-0-4,49.63,50.88,52.09,52.91,53.41
case620,case2-60-1-0-1-2-0-12-1-0-4,58.51,58.19,59.49,60.48,61.37
case621,case2-60-1-0-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case622,case2-60-1-0-1-8-0-0-1-0-0,10.40,11.38,11.37,12.47,16.51
case623,case2-60-1-0-1-8-0-4-0-0-4,14.07,14.68,13.89,14.05,15.40
case624,case2-60-1-0-1-8-0-4-1-0-4,23.28,23.38,22.84,23.36,26.51
case625,case2-60-1-0-1-8-0-8-0-0-4,18.06,17.70,17.02,17.21,18.53
case626,case2-60-1-0-1-8-0-8-1-0-4,26.18,26.03,25.52,26.16,29.08
case627,case2-60-1-0-1-8-0-12-0-0-4,25.27,24.37,23.71,23.51,24.79
case628,case2-60-1-0-1-8-0-12-1-0-4,32.53,32.02,31.11,31.65,34.09
case629,case2-60-1-0-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case630,case2-60-1-0-2-2-0-0-1-0-0,60.73,76.80,78.53,79.77,79.99
case631,case2-60-1-0-2-2-0-4-0-0-4,75.77,80.41,80.29,80.96,80.97
case632,case2-60-1-0-2-2-0-4-1-0-4,78.56,88.08,89.69,90.67,91.18
case633,case2-60-1-0-2-2-0-8-0-0-4,78.28,82.60,82.39,82.53,82.62
case634,case2-60-1-0-2-2-0-8-1-0-4,80.64,89.37,91.01,91.80,92.33
case635,case2-60-1-0-2-2-0-12-0-0-4,84.95,88.83,88.49,88.47,88.27
case636,case2-60-1-0-2-2-0-12-1-0-4,85.79,92.04,93.27,94.04,94.45
case637,case2-60-1-0-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case638,case2-60-1-0-2-8-0-0-1-0-0,56.63,54.49,51.25,51.71,53.11
case639,case2-60-1-0-2-8-0-4-0-0-4,46.93,54.86,46.84,43.24,38.37
case640,case2-60-1-0-2-8-0-4-1-0-4,68.39,74.21,72.77,70.45,69.45
case641,case2-60-1-0-2-8-0-8-0-0-4,49.45,58.06,51.27,47.16,42.74
case642,case2-60-1-0-2-8-0-8-1-0-4,69.35,75.06,73.71,72.45,71.42
case643,case2-60-1-0-2-8-0-12-0-0-4,59.82,67.44,65.67,58.30,54.58
case644,case2-60-1-0-2-8-0-12-1-0-4,74.22,80.68,79.09,79.34,78.10
case645,case2-60-1-1-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case646,case2-60-1-1-1-2-1-0-0-0-0,48.52,60.08,69.14,74.46,76.49
case647,case2-60-1-1-1-2-1-0-1-0-0,58.64,68.52,75.32,79.44,81.20
case648,case2-60-1-1-1-2-1-4-0-0-4,63.80,73.06,79.17,82.87,84.07
case649,case2-60-1-1-1-2-1-4-1-0-4,71.80,77.82,82.92,85.91,87.02
case650,case2-60-1-1-1-2-1-8-0-0-4,67.53,76.00,81.69,85.04,86.36
case651,case2-60-1-1-1-2-1-8-1-0-4,74.58,80.06,84.92,87.65,88.80
case652,case2-60-1-1-1-2-1-12-0-0-4,73.59,80.38,85.23,87.99,89.07
case653,case2-60-1-1-1-2-1-12-1-0-4,79.22,83.55,87.68,90.00,90.98
case654,case2-60-1-1-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case655,case2-60-1-1-1-8-1-0-0-0-0,39.33,61.45,77.44,83.00,84.65
case656,case2-60-1-1-1-8-1-0-1-0-0,47.31,66.47,80.18,85.16,87.22
case657,case2-60-1-1-1-8-1-4-0-0-4,47.79,67.00,80.55,85.35,87.01
case658,case2-60-1-1-1-8-1-4-1-0-4,53.89,71.04,82.76,87.03,88.71
case659,case2-60-1-1-1-8-1-8-0-0-4,50.02,68.12,81.25,85.92,87.48
case660,case2-60-1-1-1-8-1-8-1-0-4,55.89,72.00,83.37,87.50,89.12
case661,case2-60-1-1-1-8-1-12-0-0-4,54.14,70.65,82.75,87.00,88.46
case662,case2-60-1-1-1-8-1-12-1-0-4,59.15,74.08,84.58,88.42,89.89
case663,case2-60-1-1-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case664,case2-60-1-1-2-2-1-0-0-0-0,0.26,0.65,0.26,0.33,0.44
case665,case2-60-1-1-2-2-1-0-1-0-0,65.74,78.50,79.37,80.61,80.65
case666,case2-60-1-1-2-2-1-4-0-0-4,76.32,80.45,80.40,81.16,81.22
case667,case2-60-1-1-2-2-1-4-1-0-4,81.54,88.90,90.23,91.11,91.55
case668,case2-60-1-1-2-2-1-8-0-0-4,77.89,82.73,82.48,82.78,82.85
case669,case2-60-1-1-2-2-1-8-1-0-4,83.62,90.19,91.52,92.24,92.68
case670,case2-60-1-1-2-2-1-12-0-0-4,78.16,88.92,88.56,88.63,88.43
case671,case2-60-1-1-2-2-1-12-1-0-4,88.59,92.73,93.70,94.36,94.72
case672,case2-60-1-1-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case673,case2-60-1-1-2-8-1-0-0-0-0,-2.75,-0.40,-0.69,-0.94,-0.93
case674,case2-60-1-1-2-8-1-0-1-0-0,56.71,54.33,51.29,51.36,52.80
case675,case2-60-1-1-2-8-1-4-0-0-4,45.15,53.86,46.79,42.64,37.82
case676,case2-60-1-1-2-8-1-4-1-0-4,68.81,74.34,72.79,70.28,69.31
case677,case2-60-1-1-2-8-1-8-0-0-4,47.30,57.48,51.03,46.52,42.11
case678,case2-60-1-1-2-8-1-8-1-0-4,70.07,75.24,73.78,72.29,71.21
case679,case2-60-1-1-2-8-1-12-0-0-4,57.35,66.81,65.45,57.88,54.26
case680,case2-60-1-1-2-8-1-12-1-0-4,75.24,80.87,79.13,79.28,78.08
case681,case3-50-0-0-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case682,case3-50-0-0-1-2-0-0-1-0-0,29.25,27.72,32.13,42.29,39.88
case683,case3-50-0-0-1-2-0-4-0-0-4,38.46,38.37,36.30,32.11,19.87
case684,case3-50-0-0-1-2-0-4-1-0-4,53.07,54.47,55.64,60.32,55.10
case685,case3-50-0-0-1-2-0-8-0-0-4,46.55,47.83,51.58,62.55,56.66
case686,case3-50-0-0-1-2-0-8-1-0-4,59.42,61.05,64.03,72.31,73.99
case687,case3-50-0-0-1-2-0-12-0-0-4,55.42,56.51,58.64,65.94,66.52
case688,case3-50-0-0-1-2-0-12-1-0-4,65.41,67.01,68.85,74.87,77.26
case689,case3-50-0-0-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case690,case3-50-0-0-1-8-0-0-1-0-0,18.59,21.05,23.53,27.53,34.65
case691,case3-50-0-0-1-8-0-4-0-0-4,19.10,18.65,17.78,16.94,11.64
case692,case3-50-0-0-1-8-0-4-1-0-4,31.48,33.91,35.91,38.73,44.07
case693,case3-50-0-0-1-8-0-8-0-0-4,25.21,24.52,23.49,23.85,26.87
case694,case3-50-0-0-1-8-0-8-1-0-4,36.34,37.95,40.57,43.04,50.98
case695,case3-50-0-0-1-8-0-12-0-0-4,32.29,31.25,30.46,30.72,32.52
case696,case3-50-0-0-1-8-0-12-1-0-4,41.40,42.96,45.30,47.31,54.72
case697,case3-50-0-0-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case698,case3-50-0-0-2-2-0-0-1-0-0,71.70,73.32,69.29,59.42,45.45
case699,case3-50-0-0-2-2-0-4-0-0-4,67.33,69.25,60.30,34.15,2.84
case700,case3-50-0-0-2-2-0-4-1-0-4,82.02,82.83,77.14,69.88,58.24
case701,case3-50-0-0-2-2-0-8-0-0-4,76.35,78.34,75.30,67.03,47.43
case702,case3-50-0-0-2-2-0-8-1-0-4,85.03,86.60,83.20,78.93,73.71
case703,case3-50-0-0-2-2-0-12-0-0-4,79.88,80.18,72.08,63.42,48.53
case704,case3-50-0-0-2-2-0-12-1-0-4,86.73,87.02,82.87,78.46,73.76
case705,case3-50-0-0-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case706,case3-50-0-0-2-8-0-0-1-0-0,58.62,53.63,50.11,49.05,47.28
case707,case3-50-0-0-2-8-0-4-0-0-4,43.42,48.34,45.40,43.72,40.15
case708,case3-50-0-0-2-8-0-4-1-0-4,73.07,73.37,71.82,68.52,66.33
case709,case3-50-0-0-2-8-0-8-0-0-4,53.38,55.21,51.32,49.07,46.41
case710,case3-50-0-0-2-8-0-8-1-0-4,75.00,75.26,73.66,70.73,68.68
case711,case3-50-0-0-2-8-0-12-0-0-4,62.38,65.84,61.56,58.67,53.81
case712,case3-50-0-0-2-8-0-12-1-0-4,78.91,80.23,79.32,77.65,73.99
case713,case3-50-0-0-3-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case714,case3-50-0-0-3-2-0-0-1-0-0,18.80,36.13,34.89,31.22,21.56
case715,case3-50-0-0-3-2-0-4-0-0-4,40.58,55.76,65.52,69.51,70.71
case716,case3-50-0-0-3-2-0-4-1-0-4,48.25,65.47,72.85,75.49,77.21
case717,case3-50-0-0-3-2-0-8-0-0-4,40.52,56.08,65.74,69.75,70.96
case718,case3-50-0-0-3-2-0-8-1-0-4,48.17,66.08,73.04,75.91,77.34
case719,case3-50-0-0-3-2-0-12-0-0-4,45.12,60.36,69.68,73.83,75.52
case720,case3-50-0-0-3-2-0-12-1-0-4,52.14,68.87,75.57,78.58,79.46
case721,case3-50-0-0-3-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case722,case3-50-0-0-3-8-0-0-1-0-0,0.07,38.58,40.84,30.17,23.82
case723,case3-50-0-0-3-8-0-4-0-0-4,3.98,29.06,44.88,43.94,43.15
case724,case3-50-0-0-3-8-0-4-1-0-4,3.99,51.49,57.16,59.16,54.93
case725,case3-50-0-0-3-8-0-8-0-0-4,5.05,27.12,44.70,44.72,43.95
case726,case3-50-0-0-3-8-0-8-1-0-4,5.69,49.26,56.92,59.50,55.84
case727,case3-50-0-0-3-8-0-12-0-0-4,5.74,31.14,47.63,51.44,50.63
case728,case3-50-0-0-3-8-0-12-1-0-4,8.85,51.25,58.45,63.10,60.71
case729,case3-50-0-1-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case730,case3-50-0-1-1-2-1-0-0-0-0,17.96,18.14,16.43,0.32,-0.14
case731,case3-50-0-1-1-2-1-0-1-0-0,46.38,41.57,43.45,42.92,39.80
case732,case3-50-0-1-1-2-1-4-0-0-4,49.02,50.95,46.62,31.99,19.40
case733,case3-50-0-1-1-2-1-4-1-0-4,63.78,64.25,63.41,60.72,55.16
case734,case3-50-0-1-1-2-1-8-0-0-4,57.15,57.95,59.72,62.95,56.29
case735,case3-50-0-1-1-2-1-8-1-0-4,69.37,69.30,70.33,72.77,73.97
case736,case3-50-0-1-1-2-1-12-0-0-4,62.82,65.08,65.63,66.40,66.44
case737,case3-50-0-1-1-2-1-12-1-0-4,73.13,73.91,74.32,75.24,77.20
case738,case3-50-0-1-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case739,case3-50-0-1-1-8-1-0-0-0-0,14.65,34.11,43.65,43.00,23.74
case740,case3-50-0-1-1-8-1-0-1-0-0,29.28,48.22,56.94,58.60,50.30
case741,case3-50-0-1-1-8-1-4-0-0-4,30.65,46.23,53.71,52.43,32.86
case742,case3-50-0-1-1-8-1-4-1-0-4,41.21,56.70,64.07,64.93,57.36
case743,case3-50-0-1-1-8-1-8-0-0-4,34.95,50.31,57.02,56.65,44.43
case744,case3-50-0-1-1-8-1-8-1-0-4,44.82,59.52,66.60,67.36,62.58
case745,case3-50-0-1-1-8-1-12-0-0-4,41.58,54.69,60.98,60.38,48.72
case746,case3-50-0-1-1-8-1-12-1-0-4,49.40,62.93,69.30,69.89,65.79
case747,case3-50-0-1-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case748,case3-50-0-1-2-2-1-0-0-0-0,2.14,0.06,0.35,0.17,-0.04
case749,case3-50-0-1-2-2-1-0-1-0-0,73.22,73.74,69.45,59.36,45.36
case750,case3-50-0-1-2-2-1-4-0-0-4,67.90,69.33,60.34,34.25,2.75
case751,case3-50-0-1-2-2-1-4-1-0-4,82.77,83.04,77.14,69.88,58.25
case752,case3-50-0-1-2-2-1-8-0-0-4,76.64,78.51,75.39,67.11,47.45
case753,case3-50-0-1-2-2-1-8-1-0-4,85.91,86.81,83.26,78.94,73.70
case754,case3-50-0-1-2-2-1-12-0-0-4,80.21,80.26,72.11,63.49,48.54
case755,case3-50-0-1-2-2-1-12-1-0-4,87.40,87.12,82.93,78.47,73.75
case756,case3-50-0-1-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case757,case3-50-0-1-2-8-1-0-0-0-0,0.06,-2.02,-0.56,-0.17,0.03
case758,case3-50-0-1-2-8-1-0-1-0-0,59.94,53.25,50.14,49.17,47.34
case759,case3-50-0-1-2-8-1-4-0-0-4,43.03,47.77,45.31,44.08,40.38
case760,case3-50-0-1-2-8-1-4-1-0-4,74.59,73.16,71.86,68.63,66.46
case761,case3-50-0-1-2-8-1-8-0-0-4,53.25,54.65,51.10,49.07,46.47
case762,case3-50-0-1-2-8-1-8-1-0-4,76.21,75.12,73.70,70.88,68.79
case763,case3-50-0-1-2-8-1-12-0-0-4,62.29,65.24,61.41,58.74,53.88
case764,case3-50-0-1-2-8-1-12-1-0-4,80.39,80.17,79.35,77.74,74.08
case765,case3-50-0-1-3-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case766,case3-50-0-1-3-2-1-0-0-0-0,1.58,0.19,-0.18,-0.18,-0.44
case767,case3-50-0-1-3-2-1-0-1-0-0,20.86,36.05,34.60,31.33,21.44
case768,case3-50-0-1-3-2-1-4-0-0-4,40.22,55.64,65.52,69.54,70.66
case769,case3-50-0-1-3-2-1-4-1-0-4,48.40,65.70,73.01,75.58,77.29
case770,case3-50-0-1-3-2-1-8-0-0-4,40.99,55.83,65.76,69.88,71.02
case771,case3-50-0-1-3-2-1-8-1-0-4,48.52,66.18,73.10,76.08,77.41
case772,case3-50-0-1-3-2-1-12-0-0-4,45.72,60.15,69.70,73.92,75.52
case773,case3-50-0-1-3-2-1-12-1-0-4,52.60,69.04,75.65,78.65,79.44
case774,case3-50-0-1-3-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case775,case3-50-0-1-3-8-1-0-0-0-0,3.72,0.42,0.42,0.70,1.12
case776,case3-50-0-1-3-8-1-0-1-0-0,0.48,38.42,41.03,30.40,24.25
case777,case3-50-0-1-3-8-1-4-0-0-4,7.21,30.17,45.12,43.98,43.35
case778,case3-50-0-1-3-8-1-4-1-0-4,4.46,50.91,57.55,59.33,55.24
case779,case3-50-0-1-3-8-1-8-0-0-4,6.55,28.81,44.74,44.87,44.45
case780,case3-50-0-1-3-8-1-8-1-0-4,5.11,49.76,57.25,59.80,56.20
case781,case3-50-0-1-3-8-1-12-0-0-4,9.23,32.63,47.84,51.53,51.13
case782,case3-50-0-1-3-8-1-12-1-0-4,8.03,51.92,58.64,63.08,61.01
case783,case3-50-1-0-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case784,case3-50-1-0-1-2-0-0-1-0-0,17.19,17.22,16.55,18.24,19.72
case785,case3-50-1-0-1-2-0-4-0-0-4,34.19,35.05,34.70,36.27,34.93
case786,case3-50-1-0-1-2-0-4-1-0-4,43.46,42.95,43.43,45.35,45.54
case787,case3-50-1-0-1-2-0-8-0-0-4,40.82,42.30,42.91,44.16,44.93
case788,case3-50-1-0-1-2-0-8-1-0-4,49.44,49.68,50.54,52.32,53.43
case789,case3-50-1-0-1-2-0-12-0-0-4,51.64,53.12,54.07,55.53,56.40
case790,case3-50-1-0-1-2-0-12-1-0-4,59.25,58.41,59.65,61.48,62.62
case791,case3-50-1-0-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case792,case3-50-1-0-1-8-0-0-1-0-0,12.58,11.91,13.59,19.09,23.97
case793,case3-50-1-0-1-8-0-4-0-0-4,16.69,15.55,16.19,18.28,19.20
case794,case3-50-1-0-1-8-0-4-1-0-4,26.12,24.58,25.73,30.23,35.17
case795,case3-50-1-0-1-8-0-8-0-0-4,20.60,19.09,19.55,22.00,22.71
case796,case3-50-1-0-1-8-0-8-1-0-4,29.07,27.59,28.59,32.92,37.50
case797,case3-50-1-0-1-8-0-12-0-0-4,28.27,25.92,26.33,28.78,30.13
case798,case3-50-1-0-1-8-0-12-1-0-4,35.45,33.40,34.08,37.98,42.13
case799,case3-50-1-0-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case800,case3-50-1-0-2-2-0-0-1-0-0,53.41,78.22,80.09,81.62,82.39
case801,case3-50-1-0-2-2-0-4-0-0-4,67.10,80.80,81.62,82.58,83.12
case802,case3-50-1-0-2-2-0-4-1-0-4,76.67,88.80,90.44,91.66,92.34
case803,case3-50-1-0-2-2-0-8-0-0-4,72.52,83.68,83.94,84.69,85.28
case804,case3-50-1-0-2-2-0-8-1-0-4,79.42,90.30,91.79,92.80,93.32
case805,case3-50-1-0-2-2-0-12-0-0-4,80.09,89.08,89.41,89.89,90.08
case806,case3-50-1-0-2-2-0-12-1-0-4,85.28,92.90,93.98,94.77,95.23
case807,case3-50-1-0-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case808,case3-50-1-0-2-8-0-0-1-0-0,58.82,59.85,57.25,58.06,59.76
case809,case3-50-1-0-2-8-0-4-0-0-4,46.63,55.14,49.28,44.94,40.37
case810,case3-50-1-0-2-8-0-4-1-0-4,70.72,78.01,77.00,75.08,74.03
case811,case3-50-1-0-2-8-0-8-0-0-4,49.44,59.68,53.52,49.04,44.54
case812,case3-50-1-0-2-8-0-8-1-0-4,71.73,78.86,77.95,76.82,75.76
case813,case3-50-1-0-2-8-0-12-0-0-4,59.42,69.58,67.38,61.52,56.87
case814,case3-50-1-0-2-8-0-12-1-0-4,76.62,82.55,82.59,82.76,81.78
case815,case3-50-1-1-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case816,case3-50-1-1-1-2-1-0-0-0-0,51.03,60.83,68.19,70.90,73.07
case817,case3-50-1-1-1-2-1-0-1-0-0,60.49,68.26,74.05,76.48,78.52
case818,case3-50-1-1-1-2-1-4-0-0-4,67.74,74.46,79.26,81.44,82.40
case819,case3-50-1-1-1-2-1-4-1-0-4,73.28,78.10,82.31,84.30,85.41
case820,case3-50-1-1-1-2-1-8-0-0-4,70.88,77.20,81.84,83.79,85.19
case821,case3-50-1-1-1-2-1-8-1-0-4,76.30,80.66,84.51,86.27,87.55
case822,case3-50-1-1-1-2-1-12-0-0-4,76.51,81.49,85.41,87.07,88.26
case823,case3-50-1-1-1-2-1-12-1-0-4,81.09,83.94,87.40,88.92,90.02
case824,case3-50-1-1-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case825,case3-50-1-1-1-8-1-0-0-0-0,34.64,61.96,74.45,78.74,79.53
case826,case3-50-1-1-1-8-1-0-1-0-0,43.53,67.05,77.99,82.82,84.41
case827,case3-50-1-1-1-8-1-4-0-0-4,44.50,67.71,78.49,82.58,83.45
case828,case3-50-1-1-1-8-1-4-1-0-4,51.25,71.67,81.05,85.10,86.68
case829,case3-50-1-1-1-8-1-8-0-0-4,47.32,69.09,79.44,83.43,84.14
case830,case3-50-1-1-1-8-1-8-1-0-4,53.34,72.81,81.84,85.72,87.18
case831,case3-50-1-1-1-8-1-12-0-0-4,52.50,71.77,81.20,84.86,85.74
case832,case3-50-1-1-1-8-1-12-1-0-4,57.28,74.85,83.25,86.83,88.12
case833,case3-50-1-1-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case834,case3-50-1-1-2-2-1-0-0-0-0,-1.24,-0.88,-0.14,0.05,0.18
case835,case3-50-1-1-2-2-1-0-1-0-0,57.46,78.98,80.60,81.98,82.76
case836,case3-50-1-1-2-2-1-4-0-0-4,66.45,80.66,81.63,82.54,83.20
case837,case3-50-1-1-2-2-1-4-1-0-4,79.25,89.32,90.75,91.91,92.52
case838,case3-50-1-1-2-2-1-8-0-0-4,71.76,83.49,84.09,84.69,85.32
case839,case3-50-1-1-2-2-1-8-1-0-4,82.48,90.77,92.12,93.03,93.51
case840,case3-50-1-1-2-2-1-12-0-0-4,77.88,88.98,89.44,89.90,90.12
case841,case3-50-1-1-2-2-1-12-1-0-4,88.23,93.24,94.25,94.93,95.38
case842,case3-50-1-1-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case843,case3-50-1-1-2-8-1-0-0-0-0,-2.24,-0.28,-0.27,-1.08,-0.64
case844,case3-50-1-1-2-8-1-0-1-0-0,58.28,59.40,57.27,57.84,59.43
case845,case3-50-1-1-2-8-1-4-0-0-4,45.19,54.35,48.97,44.43,39.96
case846,case3-50-1-1-2-8-1-4-1-0-4,70.84,77.89,76.89,74.79,73.91
case847,case3-50-1-1-2-8-1-8-0-0-4,47.94,58.96,53.36,48.44,44.30
case848,case3-50-1-1-2-8-1-8-1-0-4,71.96,78.76,77.89,76.62,75.61
case849,case3-50-1-1-2-8-1-12-0-0-4,57.99,69.00,67.24,61.11,56.57
case850,case3-50-1-1-2-8-1-12-1-0-4,76.99,82.54,82.50,82.68,81.68
case851,case3-70-0-0-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case852,case3-70-0-0-1-2-0-0-1-0-0,26.78,24.28,29.90,36.53,34.90
case853,case3-70-0-0-1-2-0-4-0-0-4,30.89,33.75,31.99,27.81,19.09
case854,case3-70-0-0-1-2-0-4-1-0-4,45.88,48.74,50.60,55.01,49.31
case855,case3-70-0-0-1-2-0-8-0-0-4,39.31,43.01,47.81,57.85,52.11
case856,case3-70-0-0-1-2-0-8-1-0-4,53.33,55.32,60.10,68.52,68.47
case857,case3-70-0-0-1-2-0-12-0-0-4,48.00,51.67,54.75,61.72,61.58
case858,case3-70-0-0-1-2-0-12-1-0-4,58.56,61.03,64.94,71.38,72.55
case859,case3-70-0-0-1-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case860,case3-70-0-0-1-8-0-0-1-0-0,15.05,15.85,19.57,22.63,34.82
case861,case3-70-0-0-1-8-0-4-0-0-4,15.04,15.39,15.35,13.95,12.45
case862,case3-70-0-0-1-8-0-4-1-0-4,27.20,27.87,30.97,33.24,43.08
case863,case3-70-0-0-1-8-0-8-0-0-4,19.94,20.17,20.90,20.62,28.84
case864,case3-70-0-0-1-8-0-8-1-0-4,31.39,31.55,34.91,37.63,49.42
case865,case3-70-0-0-1-8-0-12-0-0-4,26.69,26.18,26.95,26.72,33.44
case866,case3-70-0-0-1-8-0-12-1-0-4,36.58,36.65,39.66,41.92,52.83
case867,case3-70-0-0-2-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case868,case3-70-0-0-2-2-0-0-1-0-0,74.42,75.95,72.84,60.86,49.78
case869,case3-70-0-0-2-2-0-4-0-0-4,74.51,74.69,61.17,31.25,3.60
case870,case3-70-0-0-2-2-0-4-1-0-4,82.72,83.94,78.95,70.21,58.37
case871,case3-70-0-0-2-2-0-8-0-0-4,78.60,79.81,76.61,65.96,44.13
case872,case3-70-0-0-2-2-0-8-1-0-4,84.94,86.83,84.17,78.71,73.44
case873,case3-70-0-0-2-2-0-12-0-0-4,82.85,82.56,73.89,62.00,43.48
case874,case3-70-0-0-2-2-0-12-1-0-4,86.34,87.35,84.08,78.51,73.49
case875,case3-70-0-0-2-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case876,case3-70-0-0-2-8-0-0-1-0-0,47.89,46.37,44.36,43.49,42.12
case877,case3-70-0-0-2-8-0-4-0-0-4,47.23,52.19,47.18,43.01,40.96
case878,case3-70-0-0-2-8-0-4-1-0-4,69.83,69.02,66.69,63.43,60.86
case879,case3-70-0-0-2-8-0-8-0-0-4,53.73,58.23,50.39,46.20,43.43
case880,case3-70-0-0-2-8-0-8-1-0-4,72.34,71.20,69.45,66.21,63.74
case881,case3-70-0-0-2-8-0-12-0-0-4,63.94,67.90,63.30,59.80,55.41
case882,case3-70-0-0-2-8-0-12-1-0-4,76.67,76.96,76.37,74.42,71.93
case883,case3-70-0-0-3-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case884,case3-70-0-0-3-2-0-0-1-0-0,16.42,32.17,32.80,32.57,33.45
case885,case3-70-0-0-3-2-0-4-0-0-4,38.73,54.26,62.42,65.56,72.26
case886,case3-70-0-0-3-2-0-4-1-0-4,46.31,60.92,69.88,72.55,77.74
case887,case3-70-0-0-3-2-0-8-0-0-4,38.52,54.59,62.85,66.28,72.61
case888,case3-70-0-0-3-2-0-8-1-0-4,46.35,61.50,70.17,73.07,78.21
case889,case3-70-0-0-3-2-0-12-0-0-4,43.43,58.73,66.39,70.24,75.33
case890,case3-70-0-0-3-2-0-12-1-0-4,50.14,64.34,72.58,75.61,79.51
case891,case3-70-0-0-3-8-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case892,case3-70-0-0-3-8-0-0-1-0-0,3.80,24.78,43.98,34.09,31.40
case893,case3-70-0-0-3-8-0-4-0-0-4,4.84,23.16,46.53,43.92,45.96
case894,case3-70-0-0-3-8-0-4-1-0-4,9.16,38.74,59.66,61.11,60.12
case895,case3-70-0-0-3-8-0-8-0-0-4,5.12,21.37,46.18,44.95,47.39
case896,case3-70-0-0-3-8-0-8-1-0-4,9.33,36.73,59.57,61.10,61.01
case897,case3-70-0-0-3-8-0-12-0-0-4,7.28,23.77,49.64,51.21,53.53
case898,case3-70-0-0-3-8-0-12-1-0-4,10.86,38.10,60.69,64.20,65.04
case899,case3-70-0-1-1-2-0-0-0-0-0,0.00,0.00,0.00,0.00,0.00
case900,case3-70-0-1-1-2-1-0-0-0-0,25.33,23.62,19.29,7.46,11.73
case901,case3-70-0-1-1-2-1-0-1-0-0,48.04,43.02,43.86,41.68,42.57
