,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case1930,case2-45-0-1-2-4-1-4-0-0-3.png,76.8,74.7,70.8,66.1,62.3
case1931,case2-45-0-1-2-4-1-4-0-0-6.png,0,0,0,0,0
case1932,case2-45-0-1-2-4-1-4-1-0-3.png,67.6,78.3,58.7,41.3,32.4
case1933,case2-45-0-1-2-4-1-4-1-0-6.png,1.8,42.7,36.3,36.2,48.3
case1934,case2-45-0-1-2-4-1-8-0-0-3.png,67,80.2,65.9,57.3,60.9
case1935,case2-45-0-1-2-4-1-8-0-0-6.png,0.6,42,36.4,36.4,48.9
case1936,case2-45-0-1-2-4-1-8-1-0-3.png,67.3,79.9,65.5,56.8,61
case1937,case2-45-0-1-2-4-1-8-1-0-6.png,-1.5,45.5,42.1,42.3,56.2
case1938,case2-45-0-1-2-4-1-12-0-0-3.png,67.9,81.1,67.9,59,64
case1939,case2-45-0-1-2-4-1-12-0-0-6.png,0,0,0,0,0
case1940,case2-45-0-1-2-4-1-12-1-0-3.png,12.2,32,46.3,47,39.1
case1941,case2-45-0-1-2-4-1-12-1-0-6.png,26.8,46.6,58.8,59.8,55.1
case1942,case2-45-0-1-2-10-0-0-0-0-0.png,28.6,44.8,54.7,54.1,47
case1943,case2-45-0-1-2-10-1-0-0-0-0.png,38.1,56.3,65,65.2,60.2
case1944,case2-45-0-1-2-10-1-0-1-0-0.png,32.3,47.8,57,56.1,51.1
case1945,case2-45-0-1-2-10-1-4-0-0-3.png,40.2,58.5,66.7,66.8,63
case1946,case2-45-0-1-2-10-1-4-0-0-6.png,38.3,53.1,60.8,59.3,54.4
case1947,case2-45-0-1-2-10-1-4-1-0-3.png,45.7,62,69.6,69.2,65.5
case1948,case2-45-0-1-2-10-1-4-1-0-6.png,0,0,0,0,0
case1949,case2-45-0-1-2-10-1-8-0-0-3.png,-1.9,-2.2,-0.1,-0.7,1.3
case1950,case2-45-0-1-2-10-1-8-0-0-6.png,44,39.2,44.6,43.8,39.8
case1951,case2-45-0-1-2-10-1-8-1-0-3.png,46.1,43.5,45.7,44.7,42
case1952,case2-45-0-1-2-10-1-8-1-0-6.png,65.2,59.6,59.3,58.2,55.7
case1953,case2-45-0-1-2-10-1-12-0-0-3.png,52.6,46,48,47.1,44.7
case1954,case2-45-0-1-2-10-1-12-0-0-6.png,69.5,64,62.4,60.8,58
case1955,case2-45-0-1-2-10-1-12-1-0-3.png,67.4,62.9,59.4,56.8,53.3
case1956,case2-45-0-1-2-10-1-12-1-0-6.png,76.9,73.9,70.8,65.8,62.4
case1957,case2-45-0-1-3-1-0-0-0-0-0.png,0,0,0,0,0
case1958,case2-45-0-1-3-1-1-0-0-0-0.png,3.4,-0.2,0.4,-0.1,-0.3
case1959,case2-45-0-1-3-1-1-0-1-0-0.png,68.4,78,58,42.3,33
case1960,case2-45-0-1-3-1-1-4-0-0-3.png,4.8,43.1,36.8,36.4,48.3
case1961,case2-45-0-1-3-1-1-4-0-0-6.png,67.6,80.1,66.1,57.5,61.2
case1962,case2-45-0-1-3-1-1-4-1-0-3.png,2.5,42.1,36.5,36.6,49
case1963,case2-45-0-1-3-1-1-4-1-0-6.png,68,79.7,65.4,57.1,61.1
case1964,case2-45-0-1-3-1-1-8-0-0-3.png,4,45.9,41.7,42.5,56.2
case1965,case2-45-0-1-3-1-1-8-0-0-6.png,68.6,81,67.9,59.3,64.1
case1966,case2-45-0-1-3-1-1-8-1-0-3.png,19.9,18.3,15.9,13.4,14.4
case1967,case2-45-0-1-3-1-1-8-1-0-6.png,30.8,35.2,35.1,34.2,35.5
case1968,case2-45-0-1-3-1-1-12-0-0-3.png,23.5,23.3,20.4,17.3,20.6
case1969,case2-45-0-1-3-1-1-12-0-0-6.png,33.6,38.4,38.7,37.6,40
case1970,case2-45-0-1-3-1-1-12-1-0-3.png,30.6,30.7,27.5,23.6,26.2
case1971,case2-45-0-1-3-1-1-12-1-0-6.png,39.2,43.6,44,41.8,44.4
case1972,case2-45-0-1-3-4-0-0-0-0-0.png,46.1,43.6,46,44.7,42.1
case1973,case2-45-0-1-3-4-1-0-0-0-0.png,65.2,59.6,59.2,58.3,55.8
case1974,case2-45-0-1-3-4-1-0-1-0-0.png,52.9,46.9,48,47.3,44.7
case1975,case2-45-0-1-3-4-1-4-0-0-3.png,69.5,63.5,62.4,61,58
case1976,case2-45-0-1-3-4-1-4-0-0-6.png,66.6,62.7,59.5,56.9,53.7
case1977,case2-45-0-1-3-4-1-4-1-0-3.png,76.3,74.1,71,65.9,62.6
case1978,case2-45-0-1-3-4-1-4-1-0-6.png,2.2,41.7,36.8,36.5,48.6
case1979,case2-45-0-1-3-4-1-8-0-0-3.png,67.6,80.2,66.7,58,61.2
case1980,case2-45-0-1-3-4-1-8-0-0-6.png,3.6,41.6,36.5,37.1,49.1
case1981,case2-45-0-1-3-4-1-8-1-0-3.png,67.6,79.5,65.9,57.7,61.3
case1982,case2-45-0-1-3-4-1-8-1-0-6.png,1.5,45.3,42.1,43,56.5
case1983,case2-45-0-1-3-4-1-12-0-0-3.png,68.6,81,68.1,59.4,64.1
case1984,case2-45-0-1-3-4-1-12-0-0-6.png,28.2,44.6,54.6,54.2,47.5
case1985,case2-45-0-1-3-4-1-12-1-0-3.png,37.2,56.3,64.9,65.3,60.6
case1986,case2-45-0-1-3-4-1-12-1-0-6.png,31.9,47.8,57.1,56.1,51.7
case1987,case2-45-0-1-3-10-0-0-0-0-0.png,40.2,58.5,66.7,66.8,63.4
case1988,case2-45-0-1-3-10-1-0-0-0-0.png,38.5,52.8,60.9,59.5,55.1
case1989,case2-45-0-1-3-10-1-0-1-0-0.png,44.8,61.6,69.6,69.2,66.1
case1990,case2-45-0-1-3-10-1-4-0-0-3.png,46.3,43.3,45.7,44.7,42.1
case1991,case2-45-0-1-3-10-1-4-0-0-6.png,65.6,59.7,59.6,58.4,56.1
case1992,case2-45-0-1-3-10-1-4-1-0-3.png,51.5,46.2,47.9,47.1,44.7
case1993,case2-45-0-1-3-10-1-4-1-0-6.png,69.4,63.6,62.2,60.9,58
case1994,case2-45-0-1-3-10-1-8-0-0-3.png,66.1,63,59.8,56.9,53.6
case1995,case2-45-0-1-3-10-1-8-0-0-6.png,76.4,73.8,71,66.6,63.6
case1996,case2-45-0-1-3-10-1-8-1-0-3.png,3.7,42.1,37,36.5,48.6
case1997,case2-45-0-1-3-10-1-8-1-0-6.png,67.5,80.1,66.7,58,61.2
case1998,case2-45-0-1-3-10-1-12-0-0-3.png,4.2,41.6,36.9,37,49.2
case1999,case2-45-0-1-3-10-1-12-0-0-6.png,67.7,79.5,65.7,57.5,61.2
case2000,case2-45-0-1-3-10-1-12-1-0-3.png,3.1,46,42.1,43.1,56.7
case2001,case2-45-0-1-3-10-1-12-1-0-6.png,68.4,80.9,68.1,59.7,64.2
case2002,case2-45-1-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case2003,case2-45-1-0-1-1-0-0-1-0-0.png,23.1,28.5,32,33.3,34.8
case2004,case2-45-1-0-1-1-0-4-0-0-3.png,43.8,52.6,55.9,54.4,48.4
case2005,case2-45-1-0-1-1-0-4-0-0-6.png,55.3,60.2,65.3,65.2,63
case2006,case2-45-1-0-1-1-0-4-1-0-3.png,55.5,63.8,68,69.8,69.8
case2007,case2-45-1-0-1-1-0-4-1-0-6.png,64.8,69.2,74.3,76.5,77
case2008,case2-45-1-0-1-1-0-8-0-0-3.png,68.8,74,77.5,79.2,79.4
case2009,case2-45-1-0-1-1-0-8-0-0-6.png,73.6,78.9,82.8,84.6,85.1
case2010,case2-45-1-0-1-1-0-8-1-0-3.png,0,0,0,0,0
case2011,case2-45-1-0-1-1-0-8-1-0-6.png,74.2,84,42.2,43.4,41.1
case2012,case2-45-1-0-1-1-0-12-0-0-3.png,92.7,94.7,93.3,90.2,88.7
case2013,case2-45-1-0-1-1-0-12-0-0-6.png,93.3,96.3,96.2,96.2,96
case2014,case2-45-1-0-1-1-0-12-1-0-3.png,94.6,96.3,95,94.3,93.8
case2015,case2-45-1-0-1-1-0-12-1-0-6.png,95.2,97,97.1,97.2,97.1
case2016,case2-45-1-0-1-4-0-0-0-0-0.png,96.4,97.7,97.3,97,96.6
case2017,case2-45-1-0-1-4-0-0-1-0-0.png,96.2,98.3,98.4,98.5,98.3
case2018,case2-45-1-0-1-4-0-4-0-0-3.png,0,0,0,0,0
case2019,case2-45-1-0-1-4-0-4-0-0-6.png,24.1,39.6,54.5,56.5,56.8
case2020,case2-45-1-0-1-4-0-4-1-0-3.png,44.7,58.3,71.3,71.8,72.7
case2021,case2-45-1-0-1-4-0-4-1-0-6.png,56.4,70.7,80.4,80.5,77.6
case2022,case2-45-1-0-1-4-0-8-0-0-3.png,68.2,76.5,84.8,85.5,84.6
case2023,case2-45-1-0-1-4-0-8-0-0-6.png,64.3,76.8,85.2,87,86.8
case2024,case2-45-1-0-1-4-0-8-1-0-3.png,74.9,81.3,88.2,89.9,90.4
case2025,case2-45-1-0-1-4-0-8-1-0-6.png,73.7,83.3,89.6,90.9,91.3
case2026,case2-45-1-0-1-4-0-12-0-0-3.png,44.7,58.3,71.3,71.8,72.7
case2027,case2-45-1-0-1-4-0-12-0-0-6.png,0,0,0,0,0
case2028,case2-45-1-0-1-4-0-12-1-0-3.png,-1.7,-0.3,2.3,-0.3,0.5
case2029,case2-45-1-0-1-4-0-12-1-0-6.png,73.8,84.2,42.4,44,41.6
case2030,case2-45-1-0-1-10-0-0-0-0-0.png,91.7,94.2,93.1,92.2,89.6
case2031,case2-45-1-0-1-10-0-0-1-0-0.png,92.6,96.2,96,96.1,96
case2032,case2-45-1-0-1-10-0-4-0-0-3.png,93.9,96,94.9,94.2,93.6
case2033,case2-45-1-0-1-10-0-4-0-0-6.png,94.1,97,96.9,97,97
case2034,case2-45-1-0-1-10-0-4-1-0-3.png,95.9,97.4,97,96.9,96.6
case2035,case2-45-1-0-1-10-0-4-1-0-6.png,95.9,98.2,98.2,98.3,98.2
case2036,case2-45-1-0-1-10-0-8-0-0-3.png,43.7,53.4,57.8,60.5,62.8
case2037,case2-45-1-0-1-10-0-8-0-0-6.png,55.1,60.6,67,69.9,72.1
case2038,case2-45-1-0-1-10-0-8-1-0-3.png,55.7,64,68.5,70.7,72.7
case2039,case2-45-1-0-1-10-0-8-1-0-6.png,64.1,69.2,74.4,77.3,78.8
case2040,case2-45-1-0-1-10-0-12-0-0-3.png,67.9,73.6,77.3,79.2,80.9
case2041,case2-45-1-0-1-10-0-12-0-0-6.png,73.9,78.1,82.5,84.5,86
case2042,case2-45-1-0-1-10-0-12-1-0-3.png,92.1,94.3,93.2,91.8,90.6
case2043,case2-45-1-0-1-10-0-12-1-0-6.png,93.2,96,96,96.2,96.4
case2044,case2-45-1-0-2-1-0-0-0-0-0.png,94.2,96,94.8,94.4,94
case2045,case2-45-1-0-2-1-0-0-1-0-0.png,94.8,96.9,96.9,97,97.1
case2046,case2-45-1-0-2-1-0-4-0-0-3.png,96.1,97.6,97.1,96.8,96.4
case2047,case2-45-1-0-2-1-0-4-0-0-6.png,96,98.1,98.2,98.3,98.2
case2048,case2-45-1-0-2-1-0-4-1-0-3.png,56.1,71,81.5,83.7,84.8
case2049,case2-45-1-0-2-1-0-4-1-0-6.png,67.6,76.5,85.3,87.3,88.3
case2050,case2-45-1-0-2-1-0-8-0-0-3.png,65.2,77.1,85.6,87.4,88.5
case2051,case2-45-1-0-2-1-0-8-0-0-6.png,74.6,81.6,88.3,90.1,91.1
case2052,case2-45-1-0-2-1-0-8-1-0-3.png,73.2,83,89.6,91.1,92
case2053,case2-45-1-0-2-1-0-8-1-0-6.png,81.1,86.4,91.8,93.1,93.8
case2054,case2-45-1-0-2-1-0-12-0-0-3.png,91.4,94.1,92.9,91.5,90.5
case2055,case2-45-1-0-2-1-0-12-0-0-6.png,92.1,96,95.9,96.1,96.3
case2056,case2-45-1-0-2-1-0-12-1-0-3.png,93.6,95.8,94.6,94.3,93.9
case2057,case2-45-1-0-2-1-0-12-1-0-6.png,93.6,96.8,96.8,96.9,96.9
case2058,case2-45-1-0-2-4-0-0-0-0-0.png,95.7,97.3,96.9,96.7,96.4
case2059,case2-45-1-0-2-4-0-0-1-0-0.png,95.6,98.1,98.1,98.1,98.1
case2060,case2-45-1-0-2-4-0-4-0-0-3.png,0,0,0,0,0
case2061,case2-45-1-0-2-4-0-4-0-0-6.png,11.8,12.8,15.1,16.4,17.6
case2062,case2-45-1-0-2-4-0-4-1-0-3.png,25.4,27.2,27.7,28.3,27
case2063,case2-45-1-0-2-4-0-4-1-0-6.png,32.9,34.4,36.6,38.5,37.4
case2064,case2-45-1-0-2-4-0-8-0-0-3.png,31.8,33.5,34.1,35.3,34
case2065,case2-45-1-0-2-4-0-8-0-0-6.png,38.7,40.1,41.9,44,44
case2066,case2-45-1-0-2-4-0-8-1-0-3.png,40.6,42.7,43.9,45.3,45.2
case2067,case2-45-1-0-2-4-0-8-1-0-6.png,47.9,48.7,50.2,52.1,52.6
case2068,case2-45-1-0-2-4-0-12-0-0-3.png,0,0,0,0,0
case2069,case2-45-1-0-2-4-0-12-0-0-6.png,42.1,32.6,32.2,35.2,36
case2070,case2-45-1-0-2-4-0-12-1-0-3.png,72.2,71.3,70.1,68.2,65.9
case2071,case2-45-1-0-2-4-0-12-1-0-6.png,80.7,80.4,76.4,73.1,74.2
case2072,case2-45-1-0-2-10-0-0-0-0-0.png,75.2,74.4,74.2,72.1,69.7
case2073,case2-45-1-0-2-10-0-0-1-0-0.png,81.7,81.9,79.6,77.4,77.9
case2074,case2-45-1-0-2-10-0-4-0-0-3.png,81.8,84,84.3,85.3,82.4
case2075,case2-45-1-0-2-10-0-4-0-0-6.png,86.4,87,86.9,87.5,87.6
case2076,case2-45-1-0-2-10-0-4-1-0-3.png,0,0,0,0,0
case2077,case2-45-1-0-2-10-0-4-1-0-6.png,36.8,61.4,74.5,76.5,77.4
case2078,case2-45-1-0-2-10-0-8-0-0-3.png,44.2,66.3,78.3,80.2,81.3
case2079,case2-45-1-0-2-10-0-8-0-0-6.png,51.5,71.5,81.6,83,83.4
case2080,case2-45-1-0-2-10-0-8-1-0-3.png,56.9,74.6,83.6,85.4,85.8
case2081,case2-45-1-0-2-10-0-8-1-0-6.png,56.8,73.9,83.1,84.7,85.1
case2082,case2-45-1-0-2-10-0-12-0-0-3.png,60.6,76.6,85,86.6,87.2
case2083,case2-45-1-0-2-10-0-12-0-0-6.png,62.9,77.6,85.5,86.9,87.4
case2084,case2-45-1-0-2-10-0-12-1-0-3.png,66.6,79.8,87.1,88.5,89.2
case2085,case2-45-1-0-2-10-0-12-1-0-6.png,0,0,0,0,0
case2086,case2-45-1-1-1-1-0-0-0-0-0.png,-2,1.5,-0.3,-2.6,-1.1
case2087,case2-45-1-1-1-1-1-0-0-0-0.png,41.5,34.5,33.8,34.5,36.4
case2088,case2-45-1-1-1-1-1-0-1-0-0.png,71.5,71.5,70.6,67.2,65.5
case2089,case2-45-1-1-1-1-1-0-1-0-3.png,79.9,80.9,77.2,72.6,74.1
case2090,case2-45-1-1-1-1-1-4-0-0-3.png,74.3,74.6,74,71,69.4
case2091,case2-45-1-1-1-1-1-4-0-0-6.png,81.3,82,80.1,76.8,77.8
case2092,case2-45-1-1-1-1-1-4-1-0-3.png,81.5,84,84.6,84.8,82.3
case2093,case2-45-1-1-1-1-1-4-1-0-6.png,86,87.2,87.2,87.2,87.4
case2094,case2-45-1-1-1-1-1-8-0-0-3.png,0,0,0,0,0
case2095,case2-45-1-1-1-1-1-8-0-0-6.png,9.2,10.8,11.1,13.3,14.1
case2096,case2-45-1-1-1-1-1-8-1-0-3.png,7.3,10.4,8.7,8.3,8
case2097,case2-45-1-1-1-1-1-8-1-0-6.png,18,19.1,19.1,20.4,21.1
case2098,case2-45-1-1-1-1-1-12-0-0-3.png,22.1,23.3,21.7,22.1,22.7
case2099,case2-45-1-1-1-1-1-12-0-0-6.png,29.6,30.4,30.4,31.6,33.4
case2100,case2-45-1-1-1-1-1-12-1-0-6.png,0,0,0,0,0
case2101,case2-45-1-1-1-4-0-0-0-0-0.png,29.3,37.4,19.4,19,24.9
case2102,case2-45-1-1-1-4-1-0-0-0-0.png,8.6,12.4,8.9,12.1,10.8
case2103,case2-45-1-1-1-4-1-0-1-0-0.png,33.6,37.2,30,28.9,33.8
case2104,case2-45-1-1-1-4-1-4-0-0-3.png,34,45,46,53.7,48.4
case2105,case2-45-1-1-1-4-1-4-0-0-6.png,49.7,55.5,54.8,61.1,62.9
case2106,case2-45-1-1-1-4-1-4-1-0-3.png,51.7,71.1,81.5,83.3,84
case2107,case2-45-1-1-1-4-1-4-1-0-6.png,56.2,74.2,83.5,85.4,86.2
case2108,case2-45-1-1-1-4-1-8-0-0-3.png,56,73.8,83,84.7,85.2
case2109,case2-45-1-1-1-4-1-8-0-0-6.png,60.5,76.5,85,86.6,87.4
case2110,case2-45-1-1-1-4-1-8-1-0-3.png,61.3,77.5,85.4,86.9,87.5
case2111,case2-45-1-1-1-4-1-8-1-0-6.png,66.2,79.9,87,88.4,89.2
case2112,case2-45-1-1-1-4-1-12-0-0-3.png,71.9,71.4,71.1,67,66.2
case2113,case2-45-1-1-1-4-1-12-0-0-6.png,80.1,81.8,77,73.4,74.5
case2114,case2-45-1-1-1-4-1-12-1-0-3.png,74.6,74.7,74.7,71.3,69.7
case2115,case2-45-1-1-1-4-1-12-1-0-6.png,81.1,81.7,80,77.3,76.3
case2116,case2-45-1-1-1-10-0-0-0-0-0.png,81.2,83.9,84.4,84.7,82.4
case2117,case2-45-1-1-1-10-1-0-0-0-0.png,85.5,87.1,87.1,87.1,87.4
case2118,case2-45-1-1-1-10-1-0-1-0-0.png,0,0,0,0,0
case2119,case2-45-1-1-1-10-1-4-0-0-3.png,12.6,18.8,19.5,20.8,21.8
case2120,case2-45-1-1-1-10-1-4-0-0-6.png,17.4,19.9,16.8,16.1,16
case2121,case2-45-1-1-1-10-1-4-1-0-3.png,24.5,32.7,32.8,33.3,33.7
case2122,case2-45-1-1-1-10-1-4-1-0-6.png,21.5,26,21.4,20.4,20.9
case2123,case2-45-1-1-1-10-1-8-0-0-3.png,29.3,36.4,36.5,36.2,37
case2124,case2-45-1-1-1-10-1-8-0-0-6.png,25,32.8,29.3,27.4,27.1
case2125,case2-45-1-1-1-10-1-8-1-0-3.png,33.2,41.1,42.3,41.6,42.2
case2126,case2-45-1-1-1-10-1-8-1-0-6.png,0,0,0,0,0
case2127,case2-45-1-1-1-10-1-12-0-0-3.png,30.4,32.6,37.7,35.4,25.1
case2128,case2-45-1-1-1-10-1-12-0-0-6.png,53.8,50.1,46.4,45.4,41.3
case2129,case2-45-1-1-1-10-1-12-1-0-3.png,61.3,57.7,54.8,55.9,52.3
case2130,case2-45-1-1-1-10-1-12-1-0-6.png,57.4,55.5,50.9,49,44
case2131,case2-45-1-1-2-1-0-0-0-0-0.png,64.3,62,59.9,58.7,55.1
case2132,case2-45-1-1-2-1-1-0-0-0-0.png,67,70.6,63.8,59.1,51.8
case2133,case2-45-1-1-2-1-1-0-1-0-0.png,74,75,71.7,70.1,63.3
case2134,case2-45-1-1-2-1-1-4-0-0-3.png,0,0,0,0,0
case2135,case2-45-1-1-2-1-1-4-0-0-6.png,19.1,53.6,66.2,67.9,67.9
case2136,case2-45-1-1-2-1-1-4-1-0-3.png,28.5,62.6,72.5,74.4,74.7
case2137,case2-45-1-1-2-1-1-4-1-0-6.png,32,62.7,71.9,73.1,73
case2138,case2-45-1-1-2-1-1-8-0-0-3.png,38.7,68.5,77.1,78.3,78.5
case2139,case2-45-1-1-2-1-1-8-0-0-6.png,35.7,65.3,73.4,74.4,74.6
case2140,case2-45-1-1-2-1-1-8-1-0-3.png,42.3,70.1,78.3,79.3,79.6
case2141,case2-45-1-1-2-1-1-8-1-0-6.png,39.7,68.3,76.1,76.6,76.6
case2142,case2-45-1-1-2-1-1-12-0-0-3.png,45.4,72.4,80.2,81,81.3
case2143,case2-45-1-1-2-1-1-12-0-0-6.png,0,0,0,0,0
case2144,case2-45-1-1-2-1-1-12-1-0-3.png,-3.1,-1.7,-0.4,-0.5,-0.3
case2145,case2-45-1-1-2-1-1-12-1-0-6.png,28.7,31.8,37.2,36.5,24.3
case2146,case2-45-1-1-2-4-0-0-0-0-0.png,52.5,49.3,46.6,45.2,40.5
case2147,case2-45-1-1-2-4-1-0-0-0-0.png,60.5,57.6,54.9,56.4,52
case2148,case2-45-1-1-2-4-1-0-1-0-0.png,56.3,55,50.5,49.2,43.4
case2149,case2-45-1-1-2-4-1-4-0-0-3.png,64.1,61.2,59.9,59.2,54.6
case2150,case2-45-1-1-2-4-1-4-0-0-6.png,66.2,70.3,64,59.6,51
case2151,case2-45-1-1-2-4-1-4-1-0-3.png,73.5,74.6,72.1,70.2,62.6
case2152,case2-45-1-1-2-4-1-4-1-0-6.png,14,19.2,16.9,16.2,16.7
case2153,case2-45-1-1-2-4-1-8-0-0-3.png,23.9,32.6,32.6,33.3,34.2
case2154,case2-45-1-1-2-4-1-8-0-0-6.png,19.2,25.4,21.5,20.4,21.1
case2155,case2-45-1-1-2-4-1-8-1-0-3.png,28.4,36,36.2,36.1,37.1
case2156,case2-45-1-1-2-4-1-8-1-0-6.png,24.2,30.8,29.2,27.2,27.4
case2157,case2-45-1-1-2-4-1-12-0-0-3.png,34.5,40.9,42.2,41.4,42.4
case2158,case2-45-1-1-2-4-1-12-0-0-6.png,54.7,51.5,46.2,45,41.7
case2159,case2-45-1-1-2-4-1-12-1-0-3.png,60.6,57.2,55.4,56.5,52.6
case2160,case2-45-1-1-2-4-1-12-1-0-6.png,56.9,55.4,50.7,49.1,44.2
case2161,case2-45-1-1-2-10-0-0-0-0-0.png,64.4,62.2,59.7,58.6,55.1
case2162,case2-45-1-1-2-10-1-0-0-0-0.png,66.7,70.3,63.8,59.4,51.8
case2163,case2-45-1-1-2-10-1-0-1-0-0.png,73.8,74.4,72,69.9,63.4
case2164,case2-45-1-1-2-10-1-4-0-0-3.png,31.4,62.6,71.9,73.1,73.2
case2165,case2-45-1-1-2-10-1-4-0-0-6.png,37.7,68.4,77.1,78.3,78.7
case2166,case2-45-1-1-2-10-1-4-1-0-3.png,34.2,65.5,73.3,74.4,74.6
case2167,case2-45-1-1-2-10-1-4-1-0-6.png,41.5,69.9,78.3,79.3,79.6
case2168,case2-45-1-1-2-10-1-8-0-0-3.png,39.9,68.3,76,76.6,76.7
case2169,case2-45-1-1-2-10-1-8-0-0-6.png,46.8,72.4,80.2,81,81.3
case2170,case2-45-1-1-2-10-1-8-1-0-3.png,53.2,51,46.1,45,41
case2171,case2-45-1-1-2-10-1-8-1-0-6.png,59.9,56.8,55,56.9,52.1
case2172,case2-45-1-1-2-10-1-12-0-0-3.png,55.8,55.2,50.6,49.3,43.6
case2173,case2-45-1-1-2-10-1-12-0-0-6.png,63.4,61.6,60,59.3,54
case2174,case2-45-1-1-2-10-1-12-1-0-3.png,65.8,70.2,63.8,59.7,51.6
case2175,case2-45-1-1-2-10-1-12-1-0-6.png,73.1,74.3,72,70.2,62.6
case2176,case2-60-0-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case2177,case2-60-0-0-1-1-0-0-1-0-0.png,32.6,36.4,31,30.5,36.8
case2178,case2-60-0-0-1-1-0-4-0-0-3.png,33.6,40.3,32.9,29.5,28.4
case2179,case2-60-0-0-1-1-0-4-0-0-6.png,51.7,55.7,54.8,55.1,55.1
case2180,case2-60-0-0-1-1-0-4-1-0-3.png,46.8,57,59.3,63.6,68.4
case2181,case2-60-0-0-1-1-0-4-1-0-6.png,61.8,67.6,70.7,72.9,78
case2182,case2-60-0-0-1-1-0-8-0-0-3.png,50.4,62.5,63.4,68.1,74.5
case2183,case2-60-0-0-1-1-0-8-0-0-6.png,62.6,70,72,75.2,79.2
case2184,case2-60-0-0-1-1-0-8-1-0-3.png,0,0,0,0,0
case2185,case2-60-0-0-1-1-0-8-1-0-6.png,85.5,80.5,79.2,75.2,63.2
case2186,case2-60-0-0-1-1-0-12-0-0-3.png,83.2,83.6,80.2,68.6,40.6
case2187,case2-60-0-0-1-1-0-12-0-0-6.png,89,87.6,87.2,83.5,72.5
case2188,case2-60-0-0-1-1-0-12-1-0-3.png,84.2,86.1,88.8,87.2,81.1
case2189,case2-60-0-0-1-1-0-12-1-0-6.png,92.5,91.4,91.5,90.4,86.7
case2190,case2-60-0-0-1-4-0-0-0-0-0.png,87.6,88.1,87.1,84.2,77.1
case2191,case2-60-0-0-1-4-0-0-1-0-0.png,92.3,91.2,91.3,89.9,85.4
case2192,case2-60-0-0-1-4-0-4-0-0-3.png,0,0,0,0,0
case2193,case2-60-0-0-1-4-0-4-0-0-6.png,23.7,28.4,36.5,51.7,37.8
case2194,case2-60-0-0-1-4-0-4-1-0-3.png,50,60.9,69.3,80,83.2
case2195,case2-60-0-0-1-4-0-4-1-0-6.png,57.4,65.3,75.3,84.2,86.4
case2196,case2-60-0-0-1-4-0-8-0-0-3.png,50.4,61.4,69.8,80.3,83.5
case2197,case2-60-0-0-1-4-0-8-0-0-6.png,57.6,65,75.3,84.4,86.7
case2198,case2-60-0-0-1-4-0-8-1-0-3.png,57.1,66.8,73.9,82.9,85.3
case2199,case2-60-0-0-1-4-0-8-1-0-6.png,23.7,28.4,36.5,51.7,37.8
case2200,case2-60-0-0-1-4-0-12-0-0-3.png,0,0,0,0,0
case2201,case2-60-0-0-1-4-0-12-0-0-6.png,27.1,29.5,35.3,20.8,12.9
case2202,case2-60-0-0-1-4-0-12-1-0-3.png,50.3,62.7,58.1,49.3,46.7
case2203,case2-60-0-0-1-4-0-12-1-0-6.png,50.2,64.6,59.1,47.5,39.2
case2204,case2-60-0-0-1-10-0-0-0-0-0.png,63.8,73.8,72.6,67.3,62.3
case2205,case2-60-0-0-1-10-0-0-1-0-0.png,60,74.9,75.3,72.8,71.6
case2206,case2-60-0-0-1-10-0-4-0-0-3.png,71.6,80.8,82,80.3,81.3
case2207,case2-60-0-0-1-10-0-4-0-0-6.png,64.4,78.3,77.9,76.9,78.5
case2208,case2-60-0-0-1-10-0-4-1-0-3.png,73.4,82.4,83,81.4,82
case2209,case2-60-0-0-1-10-0-4-1-0-6.png,0,0,0,0,0
case2210,case2-60-0-0-1-10-0-8-0-0-3.png,3.1,1.3,0.3,-0.1,2.6
case2211,case2-60-0-0-1-10-0-8-0-0-6.png,85.3,79.3,79.5,75.3,63.6
case2212,case2-60-0-0-1-10-0-8-1-0-3.png,83.3,83.9,79.9,68.2,43.2
case2213,case2-60-0-0-1-10-0-8-1-0-6.png,89.1,87.8,87.4,83.4,73.4
case2214,case2-60-0-0-1-10-0-12-0-0-3.png,84.1,86.3,89,87.3,81.9
case2215,case2-60-0-0-1-10-0-12-0-0-6.png,92.2,91.3,91.5,90.4,87
case2216,case2-60-0-0-1-10-0-12-1-0-3.png,87.8,88.2,87.3,84.2,77.7
case2217,case2-60-0-0-1-10-0-12-1-0-6.png,92,91.2,91.2,90.1,85.8
case2218,case2-60-0-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case2219,case2-60-0-0-2-1-0-0-1-0-0.png,0.8,2.6,0.6,0.7,-2.9
case2220,case2-60-0-0-2-1-0-4-0-0-3.png,22.9,31.1,37.1,51.3,36
case2221,case2-60-0-0-2-1-0-4-0-0-6.png,49.6,61.5,69.3,80,82.9
case2222,case2-60-0-0-2-1-0-4-1-0-3.png,56.1,66.1,75.3,84.2,86.4
case2223,case2-60-0-0-2-1-0-4-1-0-6.png,50.9,62.2,69.9,80.3,83.1
