,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case1928,case2-45-0-0-2-10-0-8-1-0-4.png,71.2,69.1,65.6,65.3,61.6
case1929,case2-45-0-0-2-10-0-12-0-0-4.png,66.6,67.6,60.4,55,47.8
case1930,case2-45-0-0-2-10-0-12-1-0-4.png,76.8,78.6,75.3,72.6,68.8
case1931,case2-45-0-0-3-10-0-0-0-0-0.png,0,0,0,0,0
case1932,case2-45-0-0-3-10-0-0-1-0-0.png,64.6,75.9,60.4,42.8,34.8
case1933,case2-45-0-0-3-10-0-4-0-0-4.png,0.9,40.5,36.1,34.3,46.9
case1934,case2-45-0-0-3-10-0-4-1-0-4.png,64.8,78,66.5,57,60.7
case1935,case2-45-0-0-3-10-0-8-0-0-4.png,6.5,41.8,36.5,35.1,47.6
case1936,case2-45-0-0-3-10-0-8-1-0-4.png,65.5,77.3,65.5,56.7,60.5
case1937,case2-45-0-0-3-10-0-12-0-0-4.png,12.4,45,41.1,41.2,54.7
case1938,case2-45-0-0-3-10-0-12-1-0-4.png,66,78.6,68.1,59.2,63.6
case1939,case2-45-0-1-1-10-0-0-0-0-0.png,0,0,0,0,0
case1940,case2-45-0-1-1-10-1-0-0-0-0.png,20.3,48.3,61.3,62.2,62
case1941,case2-45-0-1-1-10-1-0-1-0-0.png,33.3,60,71.2,74.1,71.2
case1942,case2-45-0-1-1-10-1-4-0-0-4.png,32.6,57,67.8,67.6,67
case1943,case2-45-0-1-1-10-1-4-1-0-4.png,42.6,66.6,75.5,77.6,75.1
case1944,case2-45-0-1-1-10-1-8-0-0-4.png,35.9,60,69.4,69.3,68.4
case1945,case2-45-0-1-1-10-1-8-1-0-4.png,44.5,68.1,76.7,78.4,76
case1946,case2-45-0-1-1-10-1-12-0-0-4.png,41.3,64,72.3,71.8,70.5
case1947,case2-45-0-1-1-10-1-12-1-0-4.png,48.7,70.9,78.6,80.1,77.9
case1948,case2-45-0-1-2-10-0-0-0-0-0.png,0,0,0,0,0
case1949,case2-45-0-1-2-10-1-0-0-0-0.png,-5.6,0.8,-1.1,3.6,2.8
case1950,case2-45-0-1-2-10-1-0-1-0-0.png,50.3,51.3,53.1,53.4,46.1
case1951,case2-45-0-1-2-10-1-4-0-0-4.png,47.1,45.9,44.1,45.8,40.9
case1952,case2-45-0-1-2-10-1-4-1-0-4.png,67.2,67.9,65.2,66.1,63.2
case1953,case2-45-0-1-2-10-1-8-0-0-4.png,55,50.3,47.2,48.2,41.9
case1954,case2-45-0-1-2-10-1-8-1-0-4.png,70.6,68.9,65.2,66.3,63.8
case1955,case2-45-0-1-2-10-1-12-0-0-4.png,64.4,66.7,60.5,56,49.6
case1956,case2-45-0-1-2-10-1-12-1-0-4.png,75.8,78.5,75.3,73.6,69.9
case1957,case2-45-0-1-3-10-0-0-0-0-0.png,0,0,0,0,0
case1958,case2-45-0-1-3-10-1-0-0-0-0.png,4.3,-0.8,0.2,0.2,-0.1
case1959,case2-45-0-1-3-10-1-0-1-0-0.png,65.8,75.5,59.5,43.5,34.2
case1960,case2-45-0-1-3-10-1-4-0-0-4.png,4.8,40,36.1,34.5,47.2
case1961,case2-45-0-1-3-10-1-4-1-0-4.png,66.2,77.7,66.5,57.1,61.1
case1962,case2-45-0-1-3-10-1-8-0-0-4.png,11.1,41.7,36.8,35.4,47.8
case1963,case2-45-0-1-3-10-1-8-1-0-4.png,66.6,77,65.5,56.7,60.7
case1964,case2-45-0-1-3-10-1-12-0-0-4.png,15.2,44.5,41.1,41.3,54.9
case1965,case2-45-0-1-3-10-1-12-1-0-4.png,67.1,78.4,68.1,59.7,63.7
case1966,case2-45-0-0-1-10-0-4-0-0-8.png,11.3,17.2,16.9,15.3,12.9
case1967,case2-45-0-0-1-10-0-4-1-0-8.png,25.9,36.5,37,41.2,34.7
case1968,case2-45-0-0-1-10-0-8-0-0-8.png,17.9,22.4,20.8,19.3,16.5
case1969,case2-45-0-0-1-10-0-8-1-0-8.png,30,39.1,40.1,43.5,36.9
case1970,case2-45-0-0-1-10-0-12-0-0-8.png,24.7,29.4,28.5,25.6,22.3
case1971,case2-45-0-0-1-10-0-12-1-0-8.png,34.8,43.4,45,47.9,42.1
case1972,case2-45-0-0-2-10-0-4-0-0-8.png,48.2,46.4,44.3,44.1,39
case1973,case2-45-0-0-2-10-0-4-1-0-8.png,68,67.6,65.5,64.9,61.9
case1974,case2-45-0-0-2-10-0-8-0-0-8.png,54.2,50.2,47.8,47,39.5
case1975,case2-45-0-0-2-10-0-8-1-0-8.png,71,68.5,65.8,65.4,62.6
case1976,case2-45-0-0-2-10-0-12-0-0-8.png,66,67,60.8,55,48
case1977,case2-45-0-0-2-10-0-12-1-0-8.png,76.1,78.6,75.3,72.8,69
case1978,case2-45-0-0-3-10-0-4-0-0-8.png,0.8,39.9,35.7,34.7,47.2
case1979,case2-45-0-0-3-10-0-4-1-0-8.png,64.8,77.7,66.5,57.2,61
case1980,case2-45-0-0-3-10-0-8-0-0-8.png,9.3,41.3,35.8,35.3,47.7
case1981,case2-45-0-0-3-10-0-8-1-0-8.png,65.1,77.1,65.5,56.7,61.2
case1982,case2-45-0-0-3-10-0-12-0-0-8.png,11.8,44,42,42.4,55.4
case1983,case2-45-0-0-3-10-0-12-1-0-8.png,65.7,78.3,68.1,59.9,63.8
case1984,case2-45-0-1-1-10-1-4-0-0-8.png,31.2,56.9,67.7,67.5,67.1
case1985,case2-45-0-1-1-10-1-4-1-0-8.png,42,66.6,75.3,77.6,75.1
case1986,case2-45-0-1-1-10-1-8-0-0-8.png,35.8,60.2,69.2,69.3,68.4
case1987,case2-45-0-1-1-10-1-8-1-0-8.png,44.5,67.9,76.7,78.4,75.9
case1988,case2-45-0-1-1-10-1-12-0-0-8.png,39.7,63.4,72.3,71.7,70.5
case1989,case2-45-0-1-1-10-1-12-1-0-8.png,48.4,70.6,78.6,80.1,77.9
case1990,case2-45-0-1-2-10-1-4-0-0-8.png,47.4,46,43.9,45.6,41.1
case1991,case2-45-0-1-2-10-1-4-1-0-8.png,66.9,67.5,65.3,66,63.2
case1992,case2-45-0-1-2-10-1-8-0-0-8.png,51.1,49.6,47.4,48.7,41.7
case1993,case2-45-0-1-2-10-1-8-1-0-8.png,69.6,68.7,65.6,66.4,63.1
case1994,case2-45-0-1-2-10-1-12-0-0-8.png,64.2,67.2,60,56.3,49.7
case1995,case2-45-0-1-2-10-1-12-1-0-8.png,75.1,78.1,75.3,73.6,70.1
case1996,case2-45-0-1-3-10-1-4-0-0-8.png,4.1,39.4,35.3,34.8,47.6
case1997,case2-45-0-1-3-10-1-4-1-0-8.png,66,77.5,66.2,57.1,61.2
case1998,case2-45-0-1-3-10-1-8-0-0-8.png,9.2,40.5,35.7,35.7,48.1
case1999,case2-45-0-1-3-10-1-8-1-0-8.png,66.5,76.9,65.3,56.9,61
case2000,case2-45-0-1-3-10-1-12-0-0-8.png,11.6,43.7,42.1,42.6,55.4
case2001,case2-45-0-1-3-10-1-12-1-0-8.png,67.1,78.2,68,60.1,63.7
case2002,case2-45-1-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case2003,case2-45-1-0-1-1-0-0-1-0-0.png,23.1,28.5,32,33.3,34.8
case2004,case2-45-1-0-1-1-0-4-0-0-4.png,44.6,53.1,58,60.4,62.4
case2005,case2-45-1-0-1-1-0-4-1-0-4.png,56,60.9,66.7,69.9,71.7
case2006,case2-45-1-0-1-1-0-8-0-0-4.png,56,64.5,69,70.9,73
case2007,case2-45-1-0-1-1-0-8-1-0-4.png,64.6,69.3,75.3,77.8,79.3
case2008,case2-45-1-0-1-1-0-12-0-0-4.png,69.2,74.3,78.1,80,81.5
case2009,case2-45-1-0-1-1-0-12-1-0-4.png,74.3,79.1,83.2,85.2,86.6
case2010,case2-45-1-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case2011,case2-45-1-0-2-1-0-0-1-0-0.png,74.2,84,42.2,43.4,41.1
case2012,case2-45-1-0-2-1-0-4-0-0-4.png,92.6,94.6,93.4,92.2,90.9
case2013,case2-45-1-0-2-1-0-4-1-0-4.png,93.4,96.2,96.2,96.4,96.5
case2014,case2-45-1-0-2-1-0-8-0-0-4.png,94.4,96.3,95.1,94.4,94.1
case2015,case2-45-1-0-2-1-0-8-1-0-4.png,95.1,97,97.1,97.2,97.2
case2016,case2-45-1-0-2-1-0-12-0-0-4.png,96.3,97.7,97.3,97,96.8
case2017,case2-45-1-0-2-1-0-12-1-0-4.png,96.3,98.3,98.4,98.5,98.4
case2018,case2-45-1-1-1-1-0-0-0-0-0.png,0,0,0,0,0
case2019,case2-45-1-1-1-1-1-0-0-0-0.png,24.1,39.6,54.5,56.5,56.8
case2020,case2-45-1-1-1-1-1-0-1-0-0.png,44.7,58.3,71.3,71.8,72.7
case2021,case2-45-1-1-1-1-1-4-0-0-4.png,56.3,71,81.6,83.6,84.7
case2022,case2-45-1-1-1-1-1-4-1-0-4.png,68.1,76.6,85.3,87.4,88.4
case2023,case2-45-1-1-1-1-1-8-0-0-4.png,64.5,77.2,85.8,87.6,88.6
case2024,case2-45-1-1-1-1-1-8-1-0-4.png,73.9,81.3,88.8,90.4,91.2
case2025,case2-45-1-1-1-1-1-12-0-0-4.png,74.4,83.4,89.9,91.4,92.3
case2026,case2-45-1-1-1-1-1-12-1-0-4.png,81.4,86.9,92.2,93.3,94
case2027,case2-45-1-1-2-1-0-0-0-0-0.png,0,0,0,0,0
case2028,case2-45-1-1-2-1-1-0-0-0-0.png,-1.7,-0.3,2.3,-0.3,0.5
case2029,case2-45-1-1-2-1-1-0-1-0-0.png,73.8,84.2,42.4,44,41.6
case2030,case2-45-1-1-2-1-1-4-0-0-4.png,91.7,94.4,93.2,91.9,90.6
case2031,case2-45-1-1-2-1-1-4-1-0-4.png,92.4,96.1,96,96.3,96.4
case2032,case2-45-1-1-2-1-1-8-0-0-4.png,93.9,96.1,94.9,94.4,94
case2033,case2-45-1-1-2-1-1-8-1-0-4.png,93.9,97,96.9,97.1,97.1
case2034,case2-45-1-1-2-1-1-12-0-0-4.png,95.8,97.4,97.1,96.9,96.6
case2035,case2-45-1-1-2-1-1-12-1-0-4.png,95.8,98.2,98.3,98.3,98.2
case2036,case2-45-1-0-1-1-0-4-0-0-8.png,42.8,51.6,57.3,59.8,62.2
case2037,case2-45-1-0-1-1-0-4-1-0-8.png,54.5,59.6,66.2,69.3,71.2
case2038,case2-45-1-0-1-1-0-8-0-0-8.png,54.2,63.1,67.6,69.8,71.8
case2039,case2-45-1-0-1-1-0-8-1-0-8.png,63.4,68.3,73.6,76.6,78.2
case2040,case2-45-1-0-1-1-0-12-0-0-8.png,67,72.6,76.3,78.5,80
case2041,case2-45-1-0-1-1-0-12-1-0-8.png,71.8,77,81.6,83.6,85.1
case2042,case2-45-1-0-2-1-0-4-0-0-8.png,91.9,94,92.8,91.6,90.4
case2043,case2-45-1-0-2-1-0-4-1-0-8.png,92.9,95.8,95.8,96.1,96.2
case2044,case2-45-1-0-2-1-0-8-0-0-8.png,93.8,95.9,94.5,94.1,93.8
case2045,case2-45-1-0-2-1-0-8-1-0-8.png,94.7,96.7,96.7,96.9,96.9
case2046,case2-45-1-0-2-1-0-12-0-0-8.png,95.8,97.5,96.9,96.6,96.3
case2047,case2-45-1-0-2-1-0-12-1-0-8.png,95.9,98,98.1,98.1,98.1
case2048,case2-45-1-1-1-1-1-4-0-0-8.png,55.3,70.1,81.3,83.4,84.5
case2049,case2-45-1-1-1-1-1-4-1-0-8.png,67.3,76.2,85,87.1,88.1
case2050,case2-45-1-1-1-1-1-8-0-0-8.png,63.9,76.6,85.2,87,88.1
case2051,case2-45-1-1-1-1-1-8-1-0-8.png,73.4,80.9,88,89.9,90.6
case2052,case2-45-1-1-1-1-1-12-0-0-8.png,73,82.5,89.2,90.7,91.6
case2053,case2-45-1-1-1-1-1-12-1-0-8.png,80,85.9,91.5,92.7,93.5
case2054,case2-45-1-1-2-1-1-4-0-0-8.png,91.2,93.9,92.7,91.3,90.2
case2055,case2-45-1-1-2-1-1-4-1-0-8.png,91.7,95.7,95.7,96,96.1
case2056,case2-45-1-1-2-1-1-8-0-0-8.png,93.4,95.5,94.4,93.9,93.6
case2057,case2-45-1-1-2-1-1-8-1-0-8.png,93.5,96.6,96.6,96.7,96.8
case2058,case2-45-1-1-2-1-1-12-0-0-8.png,95.4,97.1,96.7,96.5,96.3
case2059,case2-45-1-1-2-1-1-12-1-0-8.png,95.2,98,97.9,98,98
case2060,case2-45-1-0-1-4-0-0-0-0-0.png,0,0,0,0,0
case2061,case2-45-1-0-1-4-0-0-1-0-0.png,11.8,12.8,15.1,16.4,17.6
case2062,case2-45-1-0-1-4-0-4-0-0-4.png,25.5,26.5,28.4,29.5,29.7
case2063,case2-45-1-0-1-4-0-4-1-0-4.png,31.8,34.1,36.1,39.1,39.8
case2064,case2-45-1-0-1-4-0-8-0-0-4.png,31.3,33.7,34.2,35.8,35.2
case2065,case2-45-1-0-1-4-0-8-1-0-4.png,38.5,40.1,41.9,44.1,44.8
case2066,case2-45-1-0-1-4-0-12-0-0-4.png,40.9,42.8,43.8,45.4,45.8
case2067,case2-45-1-0-1-4-0-12-1-0-4.png,47.7,48.7,50.1,52.1,53.3
case2068,case2-45-1-0-2-4-0-0-0-0-0.png,0,0,0,0,0
case2069,case2-45-1-0-2-4-0-0-1-0-0.png,42.1,32.6,32.2,35.2,36
case2070,case2-45-1-0-2-4-0-4-0-0-4.png,72,70.6,69.3,66.7,65.7
case2071,case2-45-1-0-2-4-0-4-1-0-4.png,80.5,81.8,76.6,74.1,74.7
case2072,case2-45-1-0-2-4-0-8-0-0-4.png,74.6,74,73.6,71.6,69.9
case2073,case2-45-1-0-2-4-0-8-1-0-4.png,81.6,81.6,79.5,77.3,77.9
case2074,case2-45-1-0-2-4-0-12-0-0-4.png,81.7,83.8,84.2,85.2,82.5
case2075,case2-45-1-0-2-4-0-12-1-0-4.png,86.1,87,86.9,87.5,87.6
case2076,case2-45-1-1-1-4-0-0-0-0-0.png,0,0,0,0,0
case2077,case2-45-1-1-1-4-1-0-0-0-0.png,36.8,61.4,74.5,76.5,77.4
case2078,case2-45-1-1-1-4-1-0-1-0-0.png,44.2,66.3,78.3,80.2,81.3
case2079,case2-45-1-1-1-4-1-4-0-0-4.png,52,71.2,81.6,83.4,84.1
case2080,case2-45-1-1-1-4-1-4-1-0-4.png,56.6,74.4,83.6,85.5,86.4
case2081,case2-45-1-1-1-4-1-8-0-0-4.png,56.5,74,83.1,84.7,85.2
case2082,case2-45-1-1-1-4-1-8-1-0-4.png,60.6,76.6,85,86.7,87.4
case2083,case2-45-1-1-1-4-1-12-0-0-4.png,61.9,77.7,85.6,86.9,87.6
case2084,case2-45-1-1-1-4-1-12-1-0-4.png,66.5,79.9,87.1,88.5,89.3
case2085,case2-45-1-1-2-4-0-0-0-0-0.png,0,0,0,0,0
case2086,case2-45-1-1-2-4-1-0-0-0-0.png,-2,1.5,-0.3,-2.6,-1.1
case2087,case2-45-1-1-2-4-1-0-1-0-0.png,41.5,34.5,33.8,34.5,36.4
case2088,case2-45-1-1-2-4-1-4-0-0-4.png,71.8,71.8,71.1,66.9,66.2
case2089,case2-45-1-1-2-4-1-4-1-0-4.png,80.2,82,77.3,73.5,74.6
case2090,case2-45-1-1-2-4-1-8-0-0-4.png,74.2,74.5,74.1,71.1,69.5
case2091,case2-45-1-1-2-4-1-8-1-0-4.png,81.4,81.8,80,76.6,77.7
case2092,case2-45-1-1-2-4-1-12-0-0-4.png,81.4,84,84.6,84.7,82.1
case2093,case2-45-1-1-2-4-1-12-1-0-4.png,85.7,87.2,87.1,87.1,87.6
case2094,case2-45-1-0-1-4-0-4-0-0-8.png,23.7,25.2,27.4,28.9,29.2
case2095,case2-45-1-0-1-4-0-4-1-0-8.png,30.7,33.2,35.3,38.5,39.2
case2096,case2-45-1-0-1-4-0-8-0-0-8.png,31.5,33,33.6,35.4,34.7
case2097,case2-45-1-0-1-4-0-8-1-0-8.png,38.1,39.8,41.4,43.7,44.2
case2098,case2-45-1-0-1-4-0-12-0-0-8.png,40.5,42.2,43.1,44.9,45.1
case2099,case2-45-1-0-1-4-0-12-1-0-8.png,46.7,47.7,49.4,51.4,52.6
case2100,case2-45-1-0-2-4-0-4-0-0-8.png,71.3,70.3,69.4,67,65.7
case2101,case2-45-1-0-2-4-0-4-1-0-8.png,80.2,81.3,76.3,74,74.7
case2102,case2-45-1-0-2-4-0-8-0-0-8.png,74,73.7,73.5,71.5,70
case2103,case2-45-1-0-2-4-0-8-1-0-8.png,81.2,81.4,79.3,77.1,77.7
case2104,case2-45-1-0-2-4-0-12-0-0-8.png,81.3,83.5,83.9,85.2,82.6
case2105,case2-45-1-0-2-4-0-12-1-0-8.png,85.6,86.7,86.6,87.4,87.5
case2106,case2-45-1-1-1-4-1-4-0-0-8.png,50.3,70.9,81.3,83.1,83.8
case2107,case2-45-1-1-1-4-1-4-1-0-8.png,55.9,74,83.5,85.4,86.2
case2108,case2-45-1-1-1-4-1-8-0-0-8.png,55.6,73.7,82.9,84.5,85.1
case2109,case2-45-1-1-1-4-1-8-1-0-8.png,60.4,76.4,84.9,86.6,87.2
case2110,case2-45-1-1-1-4-1-12-0-0-8.png,61.7,77.3,85.4,86.8,87.5
case2111,case2-45-1-1-1-4-1-12-1-0-8.png,66,79.6,87,88.4,89.1
case2112,case2-45-1-1-2-4-1-4-0-0-8.png,71,70.7,70,66.2,65.6
case2113,case2-45-1-1-2-4-1-4-1-0-8.png,79.9,81.6,76.9,73.3,74.5
case2114,case2-45-1-1-2-4-1-8-0-0-8.png,74.2,74.6,74.4,71.3,69.7
case2115,case2-45-1-1-2-4-1-8-1-0-8.png,81,81.7,79.7,76.6,77.7
case2116,case2-45-1-1-2-4-1-12-0-0-8.png,80.9,83.5,84.3,84.7,82.5
case2117,case2-45-1-1-2-4-1-12-1-0-8.png,85.2,86.9,86.8,87.1,87.3
case2118,case2-45-1-0-1-10-0-0-0-0-0.png,0,0,0,0,0
case2119,case2-45-1-0-1-10-0-0-1-0-0.png,12.6,18.8,19.5,20.8,21.8
case2120,case2-45-1-0-1-10-0-4-0-0-4.png,15.1,19.7,17,16.3,16.8
case2121,case2-45-1-0-1-10-0-4-1-0-4.png,24.2,32.9,33.1,33.2,34.1
case2122,case2-45-1-0-1-10-0-8-0-0-4.png,19.3,24.7,21.5,20.4,21
case2123,case2-45-1-0-1-10-0-8-1-0-4.png,27.1,35.7,36.3,36.1,37.1
case2124,case2-45-1-0-1-10-0-12-0-0-4.png,25.7,31.7,29.6,27.1,27.5
case2125,case2-45-1-0-1-10-0-12-1-0-4.png,34.5,41,42,41.7,42.4
case2126,case2-45-1-0-2-10-0-0-0-0-0.png,0,0,0,0,0
case2127,case2-45-1-0-2-10-0-0-1-0-0.png,30.4,32.6,37.7,35.4,25.1
case2128,case2-45-1-0-2-10-0-4-0-0-4.png,54.5,50.9,46.3,44.7,41.9
case2129,case2-45-1-0-2-10-0-4-1-0-4.png,60.6,57.2,55.1,56.6,52.9
case2130,case2-45-1-0-2-10-0-8-0-0-4.png,57.3,55.4,50.7,49.1,44.2
case2131,case2-45-1-0-2-10-0-8-1-0-4.png,64.9,62,60.1,58.9,54.4
case2132,case2-45-1-0-2-10-0-12-0-0-4.png,66.8,70.4,63.9,59.1,51.9
case2133,case2-45-1-0-2-10-0-12-1-0-4.png,73.9,74.6,71.9,70,62.7
case2134,case2-45-1-1-1-10-0-0-0-0-0.png,0,0,0,0,0
case2135,case2-45-1-1-1-10-1-0-0-0-0.png,19.1,53.6,66.2,67.9,67.9
case2136,case2-45-1-1-1-10-1-0-1-0-0.png,28.5,62.6,72.5,74.4,74.7
case2137,case2-45-1-1-1-10-1-4-0-0-4.png,31.9,63,71.7,73.1,73.2
case2138,case2-45-1-1-1-10-1-4-1-0-4.png,38.2,68.5,77.2,78.3,78.7
case2139,case2-45-1-1-1-10-1-8-0-0-4.png,34.8,65,73.6,74.4,74.6
case2140,case2-45-1-1-1-10-1-8-1-0-4.png,41.4,70,78.3,79.3,79.6
case2141,case2-45-1-1-1-10-1-12-0-0-4.png,40.5,68.3,76.1,76.6,76.7
case2142,case2-45-1-1-1-10-1-12-1-0-4.png,45.1,72.3,80.2,81,81.3
case2143,case2-45-1-1-2-10-0-0-0-0-0.png,0,0,0,0,0
case2144,case2-45-1-1-2-10-1-0-0-0-0.png,-3.1,-1.7,-0.4,-0.5,-0.3
case2145,case2-45-1-1-2-10-1-0-1-0-0.png,28.7,31.8,37.2,36.5,24.3
case2146,case2-45-1-1-2-10-1-4-0-0-4.png,53.7,50.3,46.2,44.6,41.3
case2147,case2-45-1-1-2-10-1-4-1-0-4.png,59.8,56.7,54.9,56.5,52.2
case2148,case2-45-1-1-2-10-1-8-0-0-4.png,56.2,55.2,50.6,49.3,43.8
case2149,case2-45-1-1-2-10-1-8-1-0-4.png,64.1,62.5,60,59.1,54.6
case2150,case2-45-1-1-2-10-1-12-0-0-4.png,66.1,70,63.9,59.7,51.1
case2151,case2-45-1-1-2-10-1-12-1-0-4.png,73.3,74.8,71.8,70.6,62.4
case2152,case2-45-1-0-1-10-0-4-0-0-8.png,14.7,20.1,16.5,16.3,16.7
case2153,case2-45-1-0-1-10-0-4-1-0-8.png,24,32.3,32.9,33.3,34.1
case2154,case2-45-1-0-1-10-0-8-0-0-8.png,19.8,24,21.5,20.5,21
case2155,case2-45-1-0-1-10-0-8-1-0-8.png,28,36,36,36.3,37.1
case2156,case2-45-1-0-1-10-0-12-0-0-8.png,24.4,31.5,29.2,27.2,27.4
case2157,case2-45-1-0-1-10-0-12-1-0-8.png,33.5,40.7,42,41.5,42.3
case2158,case2-45-1-0-2-10-0-4-0-0-8.png,53.7,50.6,46,44.7,41.5
case2159,case2-45-1-0-2-10-0-4-1-0-8.png,60.1,57.4,55.2,56.4,52.9
case2160,case2-45-1-0-2-10-0-8-0-0-8.png,56.6,55.5,50.5,49.3,44.1
case2161,case2-45-1-0-2-10-0-8-1-0-8.png,64,62,59.6,58.8,54.6
case2162,case2-45-1-0-2-10-0-12-0-0-8.png,66.4,70.5,63.7,59.3,52
case2163,case2-45-1-0-2-10-0-12-1-0-8.png,73.4,74.5,72,69.6,62.7
case2164,case2-45-1-1-1-10-1-4-0-0-8.png,30.9,63.2,71.8,73.1,73.2
case2165,case2-45-1-1-1-10-1-4-1-0-8.png,37.9,68.3,77.2,78.3,78.6
case2166,case2-45-1-1-1-10-1-8-0-0-8.png,35.3,64.8,73.5,74.4,74.6
case2167,case2-45-1-1-1-10-1-8-1-0-8.png,41.7,70,78.2,79.3,79.6
case2168,case2-45-1-1-1-10-1-12-0-0-8.png,41.2,68.6,76,76.6,76.7
case2169,case2-45-1-1-1-10-1-12-1-0-8.png,45.6,72.3,80.2,81,81.3
case2170,case2-45-1-1-2-10-1-4-0-0-8.png,52.4,51,45.9,44.9,41
case2171,case2-45-1-1-2-10-1-4-1-0-8.png,59,56.8,55.1,56.9,52.6
case2172,case2-45-1-1-2-10-1-8-0-0-8.png,55.3,54.7,50.7,49.4,43.9
case2173,case2-45-1-1-2-10-1-8-1-0-8.png,63.4,61.3,60,59.1,54.9
case2174,case2-45-1-1-2-10-1-12-0-0-8.png,65.5,70.6,63.5,59.3,51.8
case2175,case2-45-1-1-2-10-1-12-1-0-8.png,72.9,74.1,71.9,70.1,62.5
case2176,case2-60-0-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case2177,case2-60-0-0-1-1-0-0-1-0-0.png,32.6,36.4,31,30.5,36.8
case2178,case2-60-0-0-1-1-0-4-0-0-4.png,35.1,42.8,35.8,38.5,47.1
case2179,case2-60-0-0-1-1-0-4-1-0-4.png,52.3,57.2,56.1,59.3,64.2
case2180,case2-60-0-0-1-1-0-8-0-0-4.png,49.7,59.3,61.9,66.6,73.9
case2181,case2-60-0-0-1-1-0-8-1-0-4.png,62.8,68.6,71.6,74.3,79.5
case2182,case2-60-0-0-1-1-0-12-0-0-4.png,53.1,63,64.2,68.8,75.4
case2183,case2-60-0-0-1-1-0-12-1-0-4.png,63.5,70.8,73.3,76.8,80.7
case2184,case2-60-0-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case2185,case2-60-0-0-2-1-0-0-1-0-0.png,85.5,80.5,79.2,75.2,63.2
case2186,case2-60-0-0-2-1-0-4-0-0-4.png,83.9,84.2,81.4,74.2,58.7
case2187,case2-60-0-0-2-1-0-4-1-0-4.png,89.5,87.9,87.8,85.2,78.1
case2188,case2-60-0-0-2-1-0-8-0-0-4.png,84.6,86.5,89.4,87.9,83.8
case2189,case2-60-0-0-2-1-0-8-1-0-4.png,92.5,91.7,91.8,91,87.7
case2190,case2-60-0-0-2-1-0-12-0-0-4.png,88.2,88.4,87.9,85.8,80.3
case2191,case2-60-0-0-2-1-0-12-1-0-4.png,92.3,91.2,91.5,90.5,87
case2192,case2-60-0-0-3-1-0-0-0-0-0.png,0,0,0,0,0
case2193,case2-60-0-0-3-1-0-0-1-0-0.png,23.7,28.4,36.5,51.7,37.8
case2194,case2-60-0-0-3-1-0-4-0-0-4.png,51.6,62.2,70.3,81,84.1
case2195,case2-60-0-0-3-1-0-4-1-0-4.png,57.5,65.2,75.6,84.8,87.1
case2196,case2-60-0-0-3-1-0-8-0-0-4.png,51.7,62.2,71,81.3,84.4
case2197,case2-60-0-0-3-1-0-8-1-0-4.png,57.8,65.6,76,85.1,87.3
case2198,case2-60-0-0-3-1-0-12-0-0-4.png,56.4,66.5,74.7,83.7,86.1
case2199,case2-60-0-0-3-1-0-12-1-0-4.png,61.7,69.7,79,87,88.8
case2200,case2-60-0-1-1-1-0-0-0-0-0.png,0,0,0,0,0
case2201,case2-60-0-1-1-1-1-0-0-0-0.png,27.1,29.5,35.3,20.8,12.9
case2202,case2-60-0-1-1-1-1-0-1-0-0.png,50.3,62.7,58.1,49.3,46.7
case2203,case2-60-0-1-1-1-1-4-0-0-4.png,51.9,66.2,60.8,54.6,55.5
case2204,case2-60-0-1-1-1-1-4-1-0-4.png,65.2,74.6,73.4,70.1,69.4
case2205,case2-60-0-1-1-1-1-8-0-0-4.png,61,75.7,76.8,75.5,77.2
case2206,case2-60-0-1-1-1-1-8-1-0-4.png,72.3,81.2,82.8,81.1,82.6
case2207,case2-60-0-1-1-1-1-12-0-0-4.png,64.7,78.3,78.4,77.1,79
case2208,case2-60-0-1-1-1-1-12-1-0-4.png,73.6,82.9,83.7,82.9,83.3
case2209,case2-60-0-1-2-1-0-0-0-0-0.png,0,0,0,0,0
case2210,case2-60-0-1-2-1-1-0-0-0-0.png,3.1,1.3,0.3,-0.1,2.6
case2211,case2-60-0-1-2-1-1-0-1-0-0.png,85.3,79.3,79.5,75.3,63.6
case2212,case2-60-0-1-2-1-1-4-0-0-4.png,84,84.4,80.7,74.3,60.9
case2213,case2-60-0-1-2-1-1-4-1-0-4.png,89.2,88.1,87.7,85.1,78.4
case2214,case2-60-0-1-2-1-1-8-0-0-4.png,85,86.8,89.4,87.9,84.1
case2215,case2-60-0-1-2-1-1-8-1-0-4.png,92.1,91.5,91.8,91,88.1
case2216,case2-60-0-1-2-1-1-12-0-0-4.png,88.3,88.6,87.6,85.7,80.5
case2217,case2-60-0-1-2-1-1-12-1-0-4.png,92.1,91.3,91.5,90.5,87.3
case2218,case2-60-0-1-3-1-0-0-0-0-0.png,0,0,0,0,0
case2219,case2-60-0-1-3-1-1-0-0-0-0.png,0.8,2.6,0.6,0.7,-2.9
case2220,case2-60-0-1-3-1-1-0-1-0-0.png,22.9,31.1,37.1,51.3,36
